order_quantity,number_of_items,current_stock,reorder_level,shortage_quantity,supplier_lead_time,processing_time,shipping_time,fulfillment_days
56,6,0,58,56,13.1,1.62,3.97,22.55
26,3,1,47,25,10.4,1.51,5.67,19.83
20,4,0,65,20,12.2,1.37,1.81,21.64
14,8,81,50,0,10.3,1.79,1.0,3.05
12,5,114,50,0,6.2,1.28,1.62,3.21
21,4,12,80,9,14.2,1.67,6.53,24.65
13,2,10,92,3,19.1,1.3,3.73,27.08
16,4,305,61,0,8.5,1.31,1.49,2.93
18,2,0,77,18,15.3,1.05,2.35,20.2
9,2,1,49,8,10.8,1.33,4.35,19.41
27,3,89,60,0,8.8,1.16,6.87,8.26
227,4,91,43,136,5.0,1.85,3.82,11.94
3,1,106,60,0,14.4,0.49,2.1,2.74
22,4,48,57,0,13.2,1.47,1.5,3.32
8,5,78,42,0,7.2,1.26,3.84,5.41
28,4,93,62,0,9.7,1.6,1.88,3.63
17,7,61,56,0,10.8,1.6,5.97,7.84
33,10,72,60,0,12.5,1.63,5.63,7.32
47,9,152,72,0,16.6,1.89,3.89,5.99
20,4,80,49,0,10.1,1.27,4.35,5.69
46,7,94,27,0,5.8,1.62,2.06,4.02
2,2,0,63,2,11.0,1.17,1.65,15.56
69,8,151,39,0,9.2,1.87,1.62,3.8
23,7,181,46,0,8.0,1.53,3.64,5.35
43,6,304,66,0,15.5,1.65,1.0,2.88
5,3,2,52,3,7.7,1.21,3.45,14.15
8,2,52,37,0,6.5,1.14,3.4,4.76
19,4,162,38,0,8.9,0.97,5.46,6.69
16,2,52,64,0,10.7,1.03,3.97,5.08
21,2,109,48,0,11.3,1.38,3.63,5.11
44,9,349,78,0,17.5,2.07,2.32,4.46
3,3,66,59,0,8.3,0.74,6.11,7.08
40,4,1,59,39,14.5,1.25,2.07,19.14
17,1,0,47,17,8.9,1.75,1.23,16.86
14,8,34,32,0,5.2,2.23,3.04,5.57
4,4,136,75,0,16.8,1.41,5.42,7.05
26,6,175,39,0,6.1,1.09,1.54,2.87
2,1,116,67,0,11.9,1.0,5.67,6.96
29,8,0,34,29,6.4,1.86,2.84,13.78
4,1,62,74,0,12.9,1.05,4.23,5.54
17,5,0,58,17,6.9,1.52,3.59,14.25
15,5,0,41,15,5.7,1.61,3.26,12.48
47,6,35,43,12,9.8,1.76,6.75,19.12
14,9,79,35,0,4.8,2.03,3.62,5.89
9,4,4,51,5,10.2,1.63,3.44,17.64
10,4,105,84,0,14.4,1.23,3.6,5.13
52,6,217,95,0,23.7,1.42,3.26,4.86
27,4,70,71,0,11.5,1.48,5.94,7.58
12,8,7,55,5,10.5,1.54,3.76,17.67
13,6,312,75,0,17.1,1.24,2.26,3.76
4,4,1,38,3,6.7,1.5,3.25,12.61
23,6,5,42,18,7.7,1.45,1.78,13.35
3,2,1,75,2,14.3,1.31,2.84,22.98
32,11,11,41,21,8.8,1.91,3.73,17.0
18,8,0,60,18,9.5,1.86,2.31,19.18
141,5,59,70,82,11.0,2.02,6.01,23.64
6,6,51,36,0,7.0,1.35,3.24,4.73
15,4,10,51,5,5.8,1.17,3.26,11.68
83,4,0,54,83,7.5,2.11,3.72,18.76
48,5,151,58,0,9.2,1.31,1.53,2.91
9,5,95,55,0,12.9,1.0,3.32,4.64
20,7,66,53,0,10.6,1.42,1.79,3.27
16,6,12,64,4,14.1,1.43,3.1,19.97
21,6,139,75,0,10.6,1.51,3.89,5.64
9,6,266,68,0,15.0,1.53,3.36,4.99
15,6,12,49,3,9.5,1.84,1.8,16.33
4,4,41,24,0,4.9,1.32,6.38,7.89
19,4,71,37,0,8.2,1.47,2.63,4.45
25,3,116,49,0,11.1,1.32,3.47,5.03
13,1,2,67,11,13.5,1.1,1.0,17.64
4,1,3,33,1,8.6,1.02,1.0,12.71
40,11,71,50,0,11.6,1.83,1.39,3.51
23,4,87,30,0,9.0,1.07,1.64,2.89
9,3,95,59,0,7.7,1.24,2.8,4.16
13,3,0,64,13,13.5,1.25,3.62,20.94
4,1,0,63,4,12.4,1.12,1.11,17.7
7,5,202,97,0,27.4,1.46,1.53,3.33
10,5,76,59,0,8.6,1.08,2.64,3.89
50,7,208,92,0,17.8,1.4,3.36,4.92
9,5,0,40,9,6.1,2.06,1.0,11.58
29,2,124,72,0,17.8,1.05,1.49,2.85
10,4,108,60,0,10.7,1.2,3.41,4.84
21,10,213,57,0,9.2,1.72,3.34,5.35
14,7,335,69,0,12.5,1.58,1.52,3.41
36,9,150,68,0,12.8,1.61,3.42,5.08
10,2,223,83,0,16.8,0.89,2.94,4.04
4,4,62,36,0,7.3,1.14,3.87,5.19
5,5,0,49,5,6.1,1.28,4.09,13.35
10,4,167,55,0,12.5,1.23,3.33,4.76
5,2,0,34,5,12.2,1.14,6.16,21.33
24,6,14,69,10,16.7,1.55,2.58,22.8
11,3,0,43,11,8.8,1.43,1.49,14.27
139,14,138,49,1,8.2,2.36,4.37,17.31
3,2,75,68,0,12.3,1.04,3.86,5.17
20,3,67,57,0,10.9,1.1,6.07,7.23
6,2,2,83,4,13.4,1.16,3.48,20.48
11,3,0,40,11,8.0,1.37,3.37,14.6
19,6,8,57,11,17.7,1.67,3.69,31.25
2,2,0,61,2,12.0,1.37,3.96,19.19
20,3,0,67,20,16.5,1.32,1.27,20.58
91,4,34,41,57,10.0,1.77,6.34,19.43
11,1,165,42,0,7.8,1.02,3.14,4.33
21,5,111,52,0,12.6,1.24,3.3,4.75
41,1,5,58,36,14.1,1.05,3.0,20.06
14,4,59,54,0,5.8,1.13,1.57,2.81
10,2,197,94,0,22.7,0.9,1.54,2.56
2,2,37,43,0,8.1,1.24,3.68,5.18
29,3,75,72,0,11.4,1.17,3.64,4.87
15,12,113,61,0,13.8,1.82,6.33,8.44
7,3,3,43,4,10.9,1.38,4.44,19.51
18,5,0,43,18,11.2,1.4,3.83,18.01
10,6,4,55,6,11.3,1.69,2.61,18.32
10,3,44,20,0,5.2,1.08,3.39,4.65
28,7,158,45,0,11.6,1.37,3.48,4.96
5,3,1,44,4,8.8,1.13,2.79,14.55
42,5,70,84,0,16.4,1.62,3.87,5.69
5,5,85,81,0,15.1,1.2,6.8,8.07
9,3,64,46,0,6.2,1.42,3.11,4.66
93,5,160,39,0,6.1,1.68,6.57,8.43
45,2,101,89,0,23.2,0.85,1.98,3.06
18,5,82,38,0,4.4,1.3,6.12,7.54
7,3,54,64,0,8.3,1.53,3.87,5.49
10,3,41,43,0,6.8,1.22,3.16,4.44
18,5,0,71,18,17.5,1.54,4.02,32.71
17,3,75,51,0,10.2,1.04,4.07,5.43
15,6,81,43,0,8.1,1.39,1.71,3.41
16,6,273,61,0,11.0,1.42,3.64,5.33
14,6,0,84,14,22.3,1.87,3.14,30.42
4,2,0,66,4,13.2,1.53,3.93,22.21
10,4,6,67,4,13.0,1.55,3.51,20.31
37,7,118,42,0,5.7,1.84,3.44,5.41
5,2,90,63,0,16.8,1.1,1.92,3.28
14,7,3,42,11,7.3,1.29,3.37,13.32
8,2,79,55,0,12.7,0.56,5.68,6.4
18,2,56,44,0,7.8,1.03,3.99,5.13
12,6,66,48,0,10.9,1.2,2.82,4.3
62,5,68,67,0,10.7,1.21,3.83,5.22
26,6,240,118,0,30.0,1.43,1.0,2.67
5,3,0,33,5,9.1,1.64,5.19,17.81
30,4,0,45,30,12.1,1.18,1.8,17.19
8,8,139,64,0,10.1,1.73,3.65,5.58
10,4,0,39,10,6.6,1.21,3.22,12.26
22,7,2,57,20,12.7,1.42,2.98,19.14
11,2,1,81,10,15.5,1.05,6.15,24.64
37,3,108,41,0,7.0,1.24,3.29,4.72
8,1,89,39,0,9.7,0.7,6.36,7.39
9,3,36,44,0,11.1,1.16,3.24,4.63
9,6,5,74,4,14.8,1.55,5.81,25.04
10,3,4,88,6,15.0,1.22,2.0,20.37
44,10,251,46,0,5.6,1.88,5.54,7.59
29,7,0,90,29,23.1,1.62,2.84,30.2
77,9,131,60,0,13.2,1.96,5.58,7.67
127,9,0,55,127,10.8,2.09,3.61,18.81
7,2,53,47,0,14.7,0.96,4.36,5.56
18,10,101,80,0,18.7,1.33,3.57,5.06
6,2,98,58,0,10.1,0.96,3.11,4.3
8,1,80,68,0,9.6,1.18,3.13,4.42
9,1,0,52,9,6.7,1.2,6.18,17.28
6,1,1,70,5,9.7,1.17,2.72,15.92
6,4,126,80,0,13.6,0.9,2.65,3.88
14,6,121,65,0,9.7,1.73,6.09,8.08
6,4,102,51,0,9.5,1.1,3.9,5.08
35,6,168,90,0,20.9,1.49,3.91,5.47
7,2,131,42,0,12.0,0.83,3.66,4.81
206,9,286,60,0,12.1,3.08,4.04,7.37
11,7,105,70,0,13.7,1.36,5.92,7.44
18,9,0,68,18,15.9,1.91,1.33,21.47
5,3,71,40,0,11.2,0.98,1.48,2.62
76,4,0,60,76,7.7,1.75,1.63,13.43
45,7,33,66,12,13.1,1.63,3.25,20.57
21,6,0,91,21,16.8,1.87,1.41,22.08
5,1,4,69,1,13.0,1.23,3.58,19.73
20,6,123,81,0,14.7,1.27,4.28,5.61
6,4,0,62,6,9.5,1.36,3.75,17.76
61,8,87,39,0,8.1,1.61,5.24,7.17
34,3,134,52,0,11.7,1.6,6.77,8.62
18,5,0,44,18,8.9,1.48,3.65,17.41
2,1,0,71,2,19.0,1.09,1.0,26.29
7,1,3,80,4,13.3,1.23,3.32,19.55
31,4,116,50,0,9.1,1.53,5.68,7.49
49,6,45,47,4,7.1,1.37,5.79,16.33
45,12,30,60,15,16.6,2.23,3.48,24.71
4,4,0,52,4,7.5,1.21,6.33,17.45
22,6,2,51,20,10.9,1.68,4.07,19.23
41,2,242,71,0,12.1,0.72,6.59,7.6
4,3,91,37,0,7.6,1.09,6.72,7.88
16,4,153,66,0,10.3,1.06,1.41,2.68
21,3,202,86,0,17.7,1.13,2.56,3.95
13,4,6,36,7,6.3,1.62,2.37,13.22
3,2,86,87,0,16.5,1.2,3.85,5.16
12,4,57,69,0,11.8,1.59,5.97,7.7
12,6,63,52,0,8.5,1.08,4.17,5.39
14,9,28,30,0,6.1,1.78,6.21,8.34
10,2,74,61,0,10.4,1.23,1.0,2.48
11,5,51,49,0,8.7,1.68,5.73,7.48
16,4,9,54,7,10.4,1.77,3.69,20.75
24,3,0,65,24,13.8,1.32,1.0,18.34
13,3,42,39,0,6.0,1.51,2.18,3.78
11,3,4,48,7,11.5,1.46,1.3,17.49
18,3,1,73,17,21.4,1.47,3.36,30.2
3,3,0,32,3,9.1,1.63,5.28,17.78
25,11,159,65,0,13.0,1.82,4.42,6.55
16,3,28,15,0,5.1,1.04,3.41,4.52
17,3,64,46,0,6.0,0.94,3.63,4.77
39,2,11,51,28,8.2,1.48,5.65,16.35
3,1,0,75,3,18.1,1.17,3.32,26.25
3,3,51,58,0,8.8,1.53,3.64,5.27
21,5,5,59,16,13.1,1.49,1.7,19.56
16,2,11,52,5,8.7,1.18,1.76,14.9
19,6,36,22,0,6.7,1.1,1.95,3.39
11,5,7,29,4,9.9,1.21,6.31,18.75
30,3,5,61,25,13.6,1.47,3.75,19.86
38,4,251,77,0,16.6,1.68,5.7,7.63
25,3,121,63,0,10.4,1.32,3.4,5.07
13,4,132,60,0,13.1,1.17,1.0,2.45
2,2,75,58,0,11.1,1.2,1.28,2.74
33,4,0,65,33,11.5,1.46,3.69,19.72
49,2,130,43,0,7.6,1.3,6.18,7.69
29,1,89,51,0,7.9,0.74,1.8,2.7
7,6,146,31,0,6.9,0.85,6.66,7.66
30,5,35,32,0,8.9,1.25,2.91,4.44
36,3,28,64,8,15.5,1.44,1.0,21.51
67,9,245,92,0,20.0,1.77,1.38,3.24
7,2,2,62,5,15.5,1.18,2.16,21.59
13,3,0,68,13,12.9,1.44,4.15,22.95
32,4,15,45,17,11.0,1.76,6.09,20.88
17,3,0,64,17,15.5,1.4,5.87,25.36
6,3,115,118,0,30.0,1.14,1.62,3.02
24,5,131,52,0,12.0,0.89,4.0,5.21
28,3,88,59,0,13.6,0.97,3.15,4.38
18,6,45,32,0,12.0,1.96,3.24,5.31
20,3,173,100,0,22.5,1.08,3.54,4.85
13,3,10,52,3,10.3,1.34,2.0,14.93
62,6,32,36,30,7.9,1.79,1.88,14.71
7,6,170,84,0,14.3,1.27,5.11,6.53
10,3,3,37,7,7.9,1.32,3.88,14.42
17,3,102,54,0,12.3,0.98,3.49,4.66
36,6,131,46,0,11.0,1.92,3.79,6.03
4,4,135,73,0,13.0,1.22,3.4,4.88
5,5,1,70,4,11.2,1.85,3.72,19.66
3,3,84,51,0,5.5,1.29,1.52,2.96
17,4,79,77,0,13.8,1.38,5.76,7.23
6,4,145,54,0,12.5,1.24,3.16,4.75
12,3,153,91,0,17.1,1.02,3.41,4.67
30,6,14,44,16,8.2,1.81,2.92,13.85
9,4,55,22,0,5.3,1.03,5.8,7.05
20,3,176,61,0,14.2,1.1,3.36,4.73
13,8,155,68,0,14.0,1.6,6.47,8.26
30,5,92,57,0,13.6,1.52,1.8,3.61
25,1,47,36,0,4.6,1.02,2.41,3.72
9,2,177,103,0,24.3,1.12,5.25,6.52
14,4,71,38,0,4.2,0.89,1.38,2.34
42,8,127,44,0,5.3,1.24,4.05,5.63
23,7,18,39,5,6.6,1.43,3.62,13.65
5,4,107,60,0,14.9,1.31,3.4,4.83
30,4,122,62,0,17.7,1.26,5.58,6.92
6,4,152,55,0,11.2,1.2,3.81,5.09
59,6,0,59,59,13.8,1.63,1.58,18.83
41,5,57,44,0,8.0,1.62,1.35,3.28
21,6,10,22,11,7.2,1.52,6.45,17.0
19,7,53,23,0,5.8,1.65,7.01,8.95
14,4,211,69,0,13.8,1.09,3.1,4.27
30,5,104,59,0,17.2,1.49,3.76,5.57
12,3,68,39,0,6.4,1.92,3.56,5.75
20,3,8,37,12,7.8,1.53,6.29,17.57
36,6,87,40,0,8.9,1.39,4.09,5.6
10,3,4,42,6,6.7,1.4,6.64,16.23
9,2,0,60,9,12.5,1.28,1.28,19.03
6,5,0,56,6,9.4,1.74,2.75,20.9
6,2,75,68,0,18.5,1.17,3.46,4.75
3,3,35,37,0,8.0,1.52,1.46,3.18
32,7,132,81,0,15.5,1.6,2.26,3.98
84,4,136,37,0,6.0,1.52,6.46,8.14
59,4,144,51,0,8.4,1.78,3.26,5.37
4,4,151,52,0,11.5,0.98,1.48,2.78
32,3,121,65,0,12.5,1.15,3.24,4.7
59,7,9,58,50,19.7,1.8,3.41,31.78
11,3,197,71,0,12.3,1.21,2.07,3.47
18,6,186,55,0,12.4,1.51,3.54,5.2
3,2,42,31,0,7.3,0.9,2.45,3.49
21,7,70,34,0,7.7,1.53,6.28,8.12
6,5,186,46,0,8.8,1.18,3.82,5.11
20,3,94,53,0,10.7,1.07,1.41,2.68
4,3,0,54,4,10.3,1.14,3.47,17.79
27,5,101,48,0,12.5,1.3,1.96,3.47
41,5,206,89,0,18.7,1.25,6.53,8.04
8,7,75,50,0,10.9,1.56,3.62,5.27
6,6,125,61,0,14.7,1.34,3.75,5.28
2,2,0,42,2,7.6,1.16,3.44,13.94
13,1,3,90,10,19.9,1.32,3.6,34.61
10,3,5,54,5,10.8,1.3,3.54,19.03
4,3,89,78,0,19.8,0.78,1.52,2.62
25,1,88,48,0,9.7,0.85,1.95,3.0
11,2,129,61,0,9.1,1.1,1.48,2.76
6,1,93,57,0,8.3,0.81,1.22,2.37
10,3,8,46,2,6.9,1.08,3.38,13.06
43,9,115,73,0,16.1,2.04,1.37,3.57
28,5,69,68,0,7.8,1.56,1.7,3.44
15,4,6,64,9,12.4,1.56,1.25,16.4
29,2,20,43,9,6.6,1.3,4.01,14.29
6,2,3,90,3,22.5,1.44,1.38,27.52
17,4,134,75,0,16.2,1.23,2.21,3.57
19,7,92,40,0,15.8,1.53,6.01,7.78
11,3,80,67,0,11.5,1.25,1.74,3.08
24,4,190,40,0,10.3,1.34,3.95,5.52
8,3,93,40,0,8.6,1.22,4.05,5.53
26,4,78,69,0,19.6,0.73,6.28,7.16
27,2,4,32,23,5.9,1.63,4.68,13.55
1,1,133,61,0,13.9,0.94,3.5,4.63
48,8,37,54,11,7.9,1.68,2.82,15.18
1,1,0,54,1,6.6,1.07,3.48,12.48
9,4,7,69,2,9.3,1.43,3.86,16.91
41,1,0,51,41,9.4,0.99,3.7,18.64
12,5,8,58,4,12.7,1.47,5.54,21.95
4,4,98,82,0,17.0,0.96,3.35,4.38
6,3,72,44,0,10.1,0.87,1.14,2.26
41,4,101,28,0,5.4,1.47,5.7,7.5
3,2,2,41,1,7.7,1.1,3.46,14.04
45,5,102,52,0,10.1,1.37,6.21,7.7
16,3,118,28,0,9.0,1.37,3.17,4.65
6,5,1,75,5,13.9,1.38,1.21,18.44
10,4,83,62,0,12.4,1.33,1.82,3.4
7,4,298,76,0,15.0,1.33,3.11,4.66
36,6,74,19,0,4.6,1.5,5.59,7.15
32,4,57,66,0,16.3,1.53,6.99,8.85
3,3,1,30,2,5.5,1.39,3.26,12.92
11,4,0,61,11,13.5,1.41,2.68,19.48
8,6,142,78,0,18.2,1.4,2.94,4.64
53,9,191,45,0,5.1,1.5,2.6,4.2
5,4,73,35,0,4.5,1.16,2.24,3.69
70,7,0,46,70,10.3,1.89,3.47,22.17
16,4,8,71,8,9.0,1.38,5.53,17.72
6,3,50,38,0,6.4,1.6,3.75,5.56
9,1,111,25,0,4.5,0.88,4.27,5.44
8,5,0,54,8,16.5,1.15,3.42,23.99
5,2,2,42,3,6.5,1.32,4.23,13.84
18,2,176,123,0,30.0,1.22,3.35,4.79
5,2,0,30,5,6.7,1.04,5.47,15.02
2,2,0,48,2,6.9,1.12,4.31,14.3
12,3,0,34,12,4.0,1.24,3.18,10.37
3,3,27,23,0,6.5,1.07,3.25,4.62
8,2,6,50,2,7.3,1.25,1.97,12.48
7,7,0,51,7,10.5,1.77,1.52,17.03
8,2,74,52,0,13.5,1.27,3.45,5.01
100,7,214,56,0,8.4,1.72,3.39,5.46
17,4,124,72,0,13.4,1.19,1.2,2.46
21,8,76,76,0,21.0,1.49,3.58,5.29
3,3,100,53,0,9.5,1.27,3.72,5.31
9,1,55,50,0,8.6,1.27,3.4,4.96
20,6,0,41,20,6.9,1.75,3.75,14.44
7,5,5,49,2,10.6,1.6,3.69,18.42
37,6,209,81,0,19.5,1.74,3.67,5.61
6,3,3,63,3,10.4,1.17,3.37,18.6
13,6,4,68,9,13.6,1.61,5.83,25.13
10,5,0,35,10,10.6,1.45,3.67,17.97
19,4,53,31,0,10.2,1.12,2.96,4.35
9,2,178,91,0,28.0,0.97,4.8,6.1
13,3,0,46,13,12.3,1.28,4.87,21.0
13,3,4,62,9,15.5,1.37,3.25,21.64
8,3,1,57,7,13.1,1.22,3.73,20.38
25,3,12,53,13,10.5,1.15,3.83,18.71
20,3,12,34,8,4.4,1.3,5.62,13.36
15,4,2,46,13,8.3,1.53,3.21,14.86
11,3,124,93,0,19.3,0.91,6.02,7.22
34,4,95,20,0,5.2,1.2,1.0,2.25
13,4,0,48,13,7.8,1.24,2.96,13.88
12,2,6,49,6,7.9,1.26,3.89,15.38
18,6,97,59,0,16.0,1.26,3.87,5.27
76,7,46,88,30,19.7,1.77,3.51,28.63
5,2,3,43,2,6.0,1.42,6.35,16.05
33,5,19,51,14,9.8,1.72,3.54,16.57
3,3,40,46,0,15.8,1.35,3.15,4.59
20,9,15,55,5,8.0,2.36,2.98,16.79
68,6,0,65,68,13.5,1.94,3.78,21.71
26,4,88,55,0,9.6,1.14,5.7,7.02
19,2,7,65,12,24.7,1.51,6.36,34.74
10,2,174,41,0,8.3,1.12,3.36,4.68
17,4,78,52,0,14.5,1.08,2.08,3.4
13,3,8,61,5,8.9,1.16,1.07,12.55
8,5,5,45,3,11.3,1.77,1.0,15.51
13,5,198,55,0,6.3,1.52,3.59,5.36
20,5,10,73,10,13.6,1.46,1.34,17.74
8,5,6,77,2,17.1,1.29,3.57,23.53
8,4,5,50,3,5.9,1.47,3.47,12.72
5,1,143,35,0,7.6,0.76,1.27,2.23
23,9,275,65,0,16.3,1.64,3.38,5.25
27,6,132,58,0,9.1,1.51,5.01,6.6
20,5,13,43,7,10.1,1.24,4.17,18.35
39,5,22,28,17,6.7,1.78,3.21,12.94
18,5,0,72,18,17.3,1.71,1.7,23.22
23,3,0,31,23,6.3,1.29,1.0,11.05
22,5,231,71,0,10.1,1.23,3.1,4.54
15,4,108,54,0,8.3,0.86,3.61,4.71
10,4,5,62,5,14.8,1.38,4.31,23.91
121,5,305,101,0,28.3,1.85,3.7,5.82
11,2,0,41,11,5.4,1.6,1.75,10.79
9,7,88,57,0,8.0,1.56,5.78,7.66
24,3,2,52,22,9.1,1.24,5.99,20.77
21,1,75,30,0,6.2,1.18,3.41,4.79
5,5,3,40,2,10.6,1.69,6.13,23.33
45,3,2,65,43,15.4,1.72,6.55,26.34
15,4,272,61,0,11.8,1.24,3.34,4.91
6,1,126,59,0,13.8,1.16,6.01,7.33
48,9,57,55,0,7.8,1.9,3.32,5.3
29,5,143,69,0,13.8,1.3,3.38,4.81
5,5,1,59,4,11.6,1.21,4.01,18.83
81,5,75,46,6,6.5,1.4,3.7,12.69
30,6,10,41,20,10.8,1.52,1.64,15.45
16,8,0,42,16,8.3,1.68,3.44,15.3
69,4,296,106,0,30.0,1.62,3.11,4.88
19,4,127,74,0,15.8,1.02,3.81,4.99
16,7,114,46,0,11.3,1.65,3.87,5.75
9,6,151,80,0,18.6,1.29,6.39,7.89
28,4,83,63,0,14.0,1.22,5.99,7.53
25,5,88,47,0,6.6,1.9,5.65,7.71
17,6,227,76,0,21.2,1.13,3.78,5.13
8,3,2,44,6,6.0,1.44,6.48,16.72
18,5,122,73,0,19.9,1.15,1.87,3.08
15,4,223,48,0,11.8,1.34,3.15,4.82
5,2,102,52,0,10.6,0.87,3.67,4.69
4,4,67,57,0,7.8,1.41,1.0,2.47
27,4,65,50,0,12.0,1.28,4.1,5.52
2,1,194,46,0,13.6,0.94,1.57,2.64
20,6,211,52,0,13.1,1.5,6.09,7.69
11,3,85,54,0,11.7,1.14,6.69,8.0
53,5,0,71,53,10.0,1.6,3.23,17.09
11,5,145,70,0,14.3,1.02,1.55,2.84
30,7,1,41,29,9.0,1.77,3.11,16.65
12,1,7,52,5,10.4,0.94,5.33,18.43
18,7,119,76,0,12.7,1.11,3.63,4.91
32,3,91,52,0,10.8,1.01,3.6,4.73
11,2,70,37,0,6.1,0.96,2.54,3.74
40,4,0,53,40,11.7,1.88,6.33,21.83
7,3,2,65,5,11.8,1.38,1.48,17.2
21,8,121,51,0,11.3,1.73,6.34,8.21
38,2,58,61,0,10.0,1.39,3.61,5.35
30,8,14,60,16,9.3,1.79,3.97,18.23
92,2,29,61,63,10.9,1.95,4.02,19.34
8,8,6,43,2,7.8,1.6,6.09,17.12
5,3,249,67,0,19.2,1.62,1.92,3.81
7,3,2,59,5,12.8,1.62,3.9,24.59
30,4,84,52,0,12.2,1.31,1.0,2.5
26,5,83,27,0,4.6,1.81,3.1,4.97
18,12,0,72,18,17.0,2.03,3.05,24.95
6,3,102,48,0,7.4,0.88,1.8,2.93
33,4,73,42,0,8.8,1.32,1.18,2.8
5,1,27,33,0,8.5,0.92,2.59,3.65
47,5,244,50,0,12.5,1.43,3.05,4.81
215,3,0,60,215,7.3,2.02,1.33,14.09
23,6,170,73,0,14.9,1.49,3.71,5.46
28,5,3,50,25,12.3,1.52,4.08,20.17
11,3,8,59,3,8.3,1.52,3.93,15.22
3,3,1,38,2,6.3,1.39,3.58,13.74
10,3,124,82,0,12.2,0.81,3.13,4.2
6,6,3,40,3,5.5,1.33,2.6,11.28
4,4,2,51,2,8.0,1.41,3.28,14.0
77,5,0,61,77,10.2,1.78,5.87,20.87
21,3,7,67,14,9.9,1.5,6.05,20.15
23,6,1,42,22,8.4,1.96,6.4,20.85
12,4,161,80,0,14.5,1.1,3.8,5.08
14,3,61,38,0,7.6,1.25,3.54,4.85
39,3,60,43,0,8.3,1.13,1.32,2.53
16,3,86,56,0,11.2,0.92,2.81,3.83
27,6,0,65,27,11.3,1.83,3.14,18.37
14,2,5,38,9,6.7,1.46,3.07,12.83
12,3,124,72,0,11.0,1.02,4.67,5.94
5,3,94,61,0,8.7,0.94,4.4,5.45
3,1,79,48,0,8.5,0.93,1.0,5.66
13,8,0,49,13,12.1,1.54,6.18,22.51
17,1,127,53,0,7.3,0.94,5.39,6.49
5,4,67,30,0,9.7,1.28,1.6,3.07
16,4,48,61,0,10.5,1.38,3.28,4.85
17,3,202,50,0,12.1,0.76,5.94,6.9
2,2,64,58,0,8.1,1.36,3.97,5.47
7,6,43,48,0,13.2,1.73,3.67,5.61
24,3,57,60,0,14.7,1.46,6.39,7.96
23,7,284,71,0,14.6,1.73,3.73,5.52
6,6,108,47,0,6.5,1.48,3.17,4.74
19,4,12,60,7,14.4,1.19,2.91,20.77
41,4,5,64,36,14.7,1.49,3.37,22.43
33,4,258,97,0,21.0,1.67,5.86,7.8
15,3,113,52,0,6.8,1.08,1.26,2.52
11,4,130,75,0,18.2,1.67,3.18,5.03
9,1,53,32,0,5.5,0.81,3.53,4.53
25,2,4,54,21,14.9,1.18,2.09,20.49
20,5,155,74,0,16.1,1.47,5.06,6.74
29,8,171,75,0,14.6,1.48,5.44,7.27
19,3,124,41,0,6.0,0.94,1.62,2.68
34,6,180,67,0,17.7,1.49,2.66,4.48
18,4,7,125,11,27.1,1.38,1.0,33.93
33,5,48,22,0,7.1,1.48,2.45,4.16
36,5,162,59,0,9.5,1.05,1.75,3.14
8,6,52,48,0,8.1,1.21,4.7,5.97
3,3,1,68,2,13.6,1.47,5.23,22.54
66,9,88,41,0,8.9,2.03,4.44,10.81
21,4,117,63,0,13.9,1.35,2.91,4.48
4,4,94,55,0,10.0,1.36,1.9,3.49
9,3,258,55,0,11.3,1.32,1.0,2.38
33,3,66,36,0,10.7,1.25,1.63,3.12
13,2,2,55,11,5.5,1.42,3.66,12.01
10,3,93,62,0,11.1,1.08,5.8,7.05
58,9,261,40,0,6.1,1.57,5.37,6.99
6,4,83,41,0,6.4,1.49,1.37,3.15
8,3,257,94,0,17.8,1.26,1.61,3.08
20,7,110,56,0,13.5,1.24,2.98,4.31
23,3,60,52,0,13.0,1.2,3.41,4.96
26,4,106,64,0,11.1,1.12,1.47,2.75
37,7,5,104,32,24.8,1.63,6.2,37.56
20,6,46,45,0,11.0,1.25,2.78,4.33
26,5,15,64,11,10.3,1.75,3.23,17.41
13,6,114,55,0,10.1,1.39,6.08,7.81
17,6,1,64,16,16.5,1.45,3.32,26.38
18,4,8,59,10,10.8,1.87,3.01,17.59
20,2,93,62,0,12.1,1.03,6.42,7.68
33,8,109,74,0,17.1,1.85,6.44,8.42
27,5,135,66,0,13.1,1.42,1.84,3.43
17,3,137,75,0,15.3,1.3,1.34,2.94
8,4,55,55,0,8.0,1.16,3.41,4.69
17,6,13,43,4,6.9,1.63,2.06,13.61
16,2,91,79,0,19.4,1.22,3.86,5.23
20,6,9,71,11,15.1,1.5,6.57,24.64
120,12,217,76,0,13.7,2.32,1.54,4.04
10,7,0,66,10,12.4,1.71,1.77,19.16
24,4,207,51,0,10.7,1.26,3.8,5.13
43,5,0,46,43,8.1,1.57,6.65,17.71
18,5,0,62,18,8.0,1.53,2.47,13.58
135,4,108,49,27,6.8,1.51,6.06,15.91
12,4,50,41,0,6.1,1.2,3.93,5.42
22,4,8,55,14,7.5,1.24,4.03,15.11
8,3,41,44,0,9.3,1.47,1.3,2.95
12,1,5,85,7,19.3,1.33,3.68,27.58
21,5,0,58,21,6.0,1.88,3.83,14.33
35,6,0,63,35,11.3,1.79,2.06,19.72
22,6,10,101,12,20.2,1.7,3.66,28.82
51,6,38,72,13,16.5,1.63,3.62,28.33
15,2,71,50,0,10.8,1.06,5.88,7.07
